brand;tariff;model;motorization;finishing;engine;gear
DACIA;2204;LODGY;Diesel;Silver Line dCi 90 - 5 places;dCi 90;Manuelle
DACIA;2204;LODGY;Essence;Silver Line TCe 115 - 5 places;Tce 115;Manuelle
DACIA;2204;LODGY;Essence;Silver Line TCe 115 - 7 places;Tce 115;Manuelle
DACIA;2204;LODGY;Essence;Lodgy SCe 100 - 5 places;Sce 100;Manuelle
DACIA;2204;LODGY;Essence;Stepway TCe 115 - 5 places;Tce 115;Manuelle
DACIA;2204;LODGY;Essence;Stepway TCe 115 - 7 places;Tce 115;Manuelle
DACIA;2204;LODGY;Diesel;Stepway dCi 110 - 5 places;dCi 110;Manuelle
DACIA;2204;LODGY;Diesel;Stepway dCi 110 - 7 places;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Zen Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Essence;Zen Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Zen Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Zen Energy dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Zen Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Zen Energy dCi 110 86g ECO2;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Essence;Zen Energy TCe 100;Tce 100;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Essence;Life Energy TCe 100;Tce 100;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Life Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Life Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Essence;Intens Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Intens Energy dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Intens Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Intens Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Business Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Business Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Business Energy dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;Nouvelle Mégane Berline;Diesel;Business Energy dCi 110 86g ECO2;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Essence;GT Energy TCe 205 EDC;Tce 205;Automatique
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. Gd Vol Gd Confort type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. Gd Vol ExtraR-Link type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. Gd Volume Confort type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. 5Places Gd Confort type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. 5Places ExtraR-Link type2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. 5 Places Confort type 2;Electrique;Manuelle
RENAULT;2203;KANGOO Z.E.;Electrique;Z.E. - Base Pick Up PàP type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. Cab App ExtraR-Link type2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. Cab Appro Confort type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Maxi Z.E. CabAppro Gd Confort type2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Z.E. Extra R-Link type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Z.E. Générique type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Z.E. Confort type 2;Electrique;Manuelle
RENAULT;2204;KANGOO Z.E.;Electrique;Z.E. Grand Confort type 2;Electrique;Manuelle
DACIA;2204;DOKKER;Essence;Stepway TCe 115;Tce 115;Manuelle
DACIA;2204;DOKKER;Diesel;Stepway dCi 90;dCi 90;Manuelle
DACIA;2204;DOKKER;Essence;Silver Line TCe 115;Tce 115;Manuelle
DACIA;2204;DOKKER;Diesel;Silver Line dCi 75;dCi 75;Manuelle
DACIA;2204;DOKKER;Essence;Silver Line SCe 100;Sce 100;Manuelle
DACIA;2204;DOKKER;Diesel;Silver Line dCi 90;dCi 90;Manuelle
DACIA;2204;DOKKER;Essence;Dokker SCe 100;Sce 100;Manuelle
RENAULT;2204;Grand SCENIC;Diesel;Limited 7p dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;ZOE;Electrique;Intens type 2;Electrique;Automatique
RENAULT;2204;ZOE;Electrique;Intens charge rapide type 2;Electrique;Automatique
RENAULT;2204;ZOE;Electrique;Zen type 2;Electrique;Automatique
RENAULT;2204;ZOE;Electrique;Zen charge rapide type 2;Electrique;Automatique
RENAULT;2204;ZOE;Electrique;Life type 2;Electrique;Automatique
RENAULT;2204;ZOE;Electrique;Life charge rapide type 2;Electrique;Automatique
RENAULT;2204;SCENIC;Diesel;Limited dCi 110 EDC;dCi 110;Automatique
RENAULT;2204;SCENIC;Essence;Business Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;NOUVELLE MEGANE SOCIETE;Diesel;Air Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;NOUVELLE MEGANE SOCIETE;Diesel;Air Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;NOUVELLE MEGANE SOCIETE;Diesel;Air Nav Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;NOUVELLE MEGANE SOCIETE;Diesel;Air Nav Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;Nouvelle Mégane Berline;Essence;Business Energy TCe 100;Tce 100;Manuelle
RENAULT;2204;TALISMAN;Essence;Intens Energy TCe 150 EDC;Tce 150;Automatique
RENAULT;2204;TALISMAN;Diesel;Intens Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;TALISMAN;Diesel;Initiale Paris Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;TALISMAN;Diesel;Zen Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;TALISMAN;Essence;Zen Energy TCe 150 EDC;Tce 150;Automatique
RENAULT;2204;TALISMAN;Diesel;Business Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;TALISMAN;Essence;Business Energy TCe 150 EDC;Tce 150;Automatique
RENAULT;2204;Twingo;Essence;Zen SCe 70 BC;SCe 70;Manuelle
RENAULT;2204;Twingo;Essence;Life SCe 70 BC;SCe 70;Manuelle
RENAULT;2204;Twingo;Essence;Intens SCe 70 BC;SCe 70;Manuelle
RENAULT;2204;Grand SCENIC;Essence;Business 7p Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;CAPTUR;Diesel;Auto Ecole Energy dCi 90 ECO2;dCi 90;Manuelle
RENAULT;2204;CAPTUR;Diesel;Intens Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CAPTUR;Essence;Intens Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CAPTUR;Essence;Intens Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CAPTUR;Diesel;Intens Energy dCi 90 ECO2;dCi 90;Manuelle
RENAULT;2204;CAPTUR;Diesel;Intens Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;CAPTUR;Diesel;Life Energy dCi 90 ECO2;dCi 90;Manuelle
RENAULT;2204;CAPTUR;Essence;Life Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CAPTUR;Essence;Zen Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CAPTUR;Diesel;Zen Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;CAPTUR;Essence;Zen Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CAPTUR;Diesel;Zen Energy dCi 90 ECO2;dCi 90;Manuelle
RENAULT;2204;CAPTUR;Diesel;Zen Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CAPTUR;Diesel;Business Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CAPTUR;Essence;Business Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CAPTUR;Diesel;Business Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;CAPTUR;Diesel;Business Energy dCi 90 ECO2;dCi 90;Manuelle
RENAULT;2204;CAPTUR;Essence;Hypnotic Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CAPTUR;Diesel;Hypnotic Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CAPTUR;Diesel;Hypnotic Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;CAPTUR;Essence;Hypnotic Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CAPTUR;Diesel;Hypnotic Energy dCi 90 ECO2;dCi 90;Manuelle
RENAULT;2202;CAPTUR;Essence;Business Energy TCe 90 E6;TCe 90;Manuelle
RENAULT;2204;KANGOO;Diesel;Grand Life 5places Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;CLIO;Essence;Business Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;KADJAR;Essence;Business Energy TCe 130;TCe 130;Manuelle
RENAULT;2204;CLIO Estate;Essence;Business Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;KANGOO;Diesel;Pépite - Energy dCi 90 E6;dCi 90;Manuelle
DACIA;2204;LOGAN MCV;Diesel;Prestige dCi 90 E6 Easy-R;dCi 90;Manuelle
DACIA;2204;LOGAN MCV;Diesel;Lauréate dCi 90 E6 Easy-R;dCi 90;Manuelle
DACIA;2204;SANDERO;Diesel;Stepway Prestige dCi 90 E6 Easy-R;dCi 90;Manuelle
DACIA;2204;SANDERO;Diesel;SL Urban Stepway dCi 90 E6;dCi 90;Manuelle
DACIA;2204;SANDERO;Essence;SL Urban Stepway TCe 90 E6;TCe 90;Manuelle
DACIA;2204;SANDERO;Diesel;SL Urban Stepway dCi 90 E6 Easy-R;dCi 90;Manuelle
DACIA;2204;SANDERO;Essence;SL Urban Stepway TCe 90 E6 Easy-R;TCe 90;Manuelle
DACIA;2204;SANDERO;Diesel;Lauréate dCi 90 E6 Easy-R;dCi 90;Manuelle
RENAULT;2204;CLIO;Diesel;Trend Energy dCi 90;dCi 90;Manuelle
RENAULT;2204;CLIO;Diesel;Trend Energy dCi 75;dCi 75;Manuelle
RENAULT;2204;CLIO;Essence;Trend 1.2 16V 75;1.2 16V 75;Manuelle
RENAULT;2204;CLIO;Essence;Trend TCe 90;TCe 90;Manuelle
RENAULT;2204;CLIO;Essence;Trend Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;Twingo;Essence;Limited SCe 70 BC;SCe 70;Manuelle
RENAULT;2204;Twingo;Essence;Hipanema SCe 70 BC;SCe 70;Manuelle
RENAULT;2204;Twingo;Essence;Hipanema SCe 70 Stop & Start ECO2;SCe 70;Manuelle
RENAULT;2203;Twingo;Essence;Hipanema SCe 70;SCe 70;Manuelle
RENAULT;2204;Twingo;Essence;Hipanema TCe 90 EDC;TCe 90;Automatique
RENAULT;2204;Twingo;Essence;Hipanema Energy TCe 90;TCe 90;Manuelle
RENAULT;2203;Twingo;Essence;Cosmic SCe 70 BC;SCe 70;Manuelle
RENAULT;2204;TALISMAN;Diesel;Life Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;TALISMAN;Diesel;Zen Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;TALISMAN;Diesel;Business Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;TALISMAN;Diesel;Intens Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;KADJAR;Essence;Intens Energy TCe 130 EDC;TCe 130;Automatique
RENAULT;2204;KADJAR;Essence;Zen Energy TCe 130 EDC;TCe 130;Automatique
RENAULT;2204;Talisman Estate;Diesel;Business Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;Talisman Estate;Diesel;Business Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Talisman Estate;Diesel;Business Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;Talisman Estate;Diesel;Business Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;Talisman Estate;Essence;Business Energy TCe 150 EDC;Tce 150;Automatique
RENAULT;2204;Talisman Estate;Diesel;Intens Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;Talisman Estate;Diesel;Intens Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;Talisman Estate;Essence;Intens Energy TCe 150 EDC;Tce 150;Automatique
RENAULT;2204;Talisman Estate;Diesel;Intens Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Talisman Estate;Diesel;Intens Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;Talisman Estate;Diesel;Intens Energy dCi 160 EDC;dCi 160;Automatique
RENAULT;2204;Talisman Estate;Essence;Intens Energy TCe 200 EDC;Tce 200;Automatique
RENAULT;2204;Talisman Estate;Diesel;Life Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;Talisman Estate;Diesel;Life Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2204;Talisman Estate;Essence;Initiale Paris Energy TCe 200 EDC;Tce 200;Automatique
RENAULT;2204;Talisman Estate;Diesel;Initiale Paris Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Talisman Estate;Diesel;Initiale Paris Energy dCi 160 EDC;dCi 160;Automatique
RENAULT;2204;Talisman Estate;Diesel;Initiale Paris Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;Talisman Estate;Diesel;Zen Energy dCi 110 ECO2;dCi 110;Manuelle
RENAULT;2204;Talisman Estate;Diesel;Zen Energy dCi 130;dCi 130;Manuelle
RENAULT;2204;Talisman Estate;Essence;Zen Energy TCe 150 EDC;Tce 150;Automatique
RENAULT;2204;Talisman Estate;Diesel;Zen Energy dCi 130 EDC;dCi 130;Automatique
RENAULT;2204;Talisman Estate;Diesel;Zen Energy dCi 110 EDC ECO2;dCi 110;Automatique
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H2 3500 dCi 110;dCi 110;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H3 3500 Energy dCi 170 BVR;dCi 170;Automatique
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H2 3500 Energy dCi 170 BVR;dCi 170;Automatique
RENAULT;2203;Master Camping Car;Diesel;Fourgon Prop L3H3 3500 dCi 130;dCi 130;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H2 3500 dCi 130;dCi 130;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 Energy dCi 145;dCi 145;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 Energy dCi 170 BVR;dCi 170;Automatique
RENAULT;2203;Master Camping Car;Diesel;Fourgon Prop L3H3 3500 Energy dCi 165;dCi 165;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Prop L3H2 3500 Energy dCi 145;dCi 145;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 Energy dCi 145;dCi 145;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H3 3500 Energy dCi 145;dCi 145;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Prop L3H2 3500 Energy dCi 165;dCi 165;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 dCi 130;dCi 130;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H2 3500 Energy dCi 145;dCi 145;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 Energy dCi 130;dCi 130;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 Energy dCi 170;dCi 170;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H3 3500 Energy dCi 170;dCi 170;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H3 3500 Energy dCi 170 BVR;dCi 170;Automatique
RENAULT;2203;Master Camping Car;Diesel;Fourgon Prop L3H3 3500 Energy dCi 145;dCi 145;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H3 3500 dCi 130;dCi 130;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H3 3500 Energy dCi 170;dCi 170;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 dCi 110;dCi 110;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L2H2 3500 Energy dCi 110;dCi 110;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Prop L3H2 3500 dCi 130;dCi 130;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H2 3500 Energy dCi 170;dCi 170;Manuelle
RENAULT;2203;Master Camping Car;Diesel;Fourgon Trac L3H3 3500 dCi 110;dCi 110;Manuelle
RENAULT;2204;KANGOO;Essence;Intens - TCe 115 EDC E6;Tce 115;Automatique
RENAULT;2204;KANGOO;Essence;Extrem - TCe 115 EDC E6;Tce 115;Automatique
RENAULT;2204;KANGOO;Essence;Zen - TCe 115 EDC E6;Tce 115;Automatique
RENAULT;2203;CAPTUR;Essence;Hypnotic Energy TCe 120;TCe 120;Manuelle
RENAULT;2204;CAPTUR;Diesel;Wave Energy dCi 90 EDC;dCi 90;Automatique
RENAULT;2204;CAPTUR;Essence;Wave Energy TCe 120;TCe 120;Manuelle
RENAULT;2204;CAPTUR;Diesel;Wave Energy dCi 110;dCi 110;Manuelle
RENAULT;2204;CAPTUR;Essence;Wave Energy TCe 120 EDC;TCe 120;Automatique
RENAULT;2204;CAPTUR;Essence;Wave Energy TCe 90;TCe 90;Manuelle
RENAULT;2204;CAPTUR;Diesel;Wave Energy dCi 90 ECO2;dCi 90;Manuelle
RENAULT;2204;CAPTUR;Essence;Intens Energy TCe 120;TCe 120;Manuelle
RENAULT;2204;CAPTUR;Essence;Zen Energy TCe 120;TCe 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L2H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L2H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCFL2H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L2H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L2H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1000 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCFL1H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCFL1H1 1000 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1000 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1000 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1000 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG GCF L1H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG Gén L1H1 1000 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L2H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L2H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L2H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L2H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L2H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1000 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1000 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1000 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1000 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG CF L1H1 1000 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L2H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L2H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L2H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L2H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L2H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L2H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCFL2H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L2H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L2H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L2H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1000 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1000 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1000 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1000 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA CF L1H1 1000 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCFL1H1 1200 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1000 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCFL1H1 1000 dCi 95 Stop & Start E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1000 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1200 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1200 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1000 dCi 120 E6;dCi 120;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA GCF L1H1 1000 dCi 95 E6;dCi 95;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG M.O.F L2H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG M.O.F L1H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA M.O.F L2H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG M.O.F L2H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;FG M.O.F L1H1 1200 Energy dCi 145 E6;dCi 145;Manuelle
RENAULT;2204;TRAFIC VU;Diesel;CA M.O.F L2H1 1200 Energy dCi 125 E6;dCi 125;Manuelle
RENAULT;2204;ESPACE;Essence;Initiale Paris Energy TCe 200 EDC;Tce 200;Automatique
RENAULT;2204;ESPACE;Diesel;Initiale Paris Energy dCi 160 EDC;dCi 160;Automatique
RENAULT;2204;ESPACE;Diesel;Intens Energy dCi 160 EDC;dCi 160;Automatique
RENAULT;2204;ESPACE;Essence;Intens Energy TCe 200 EDC;Tce 200;Automatique
RENAULT;2204;ESPACE;Essence;Zen Energy TCe 200 EDC;Tce 200;Automatique
RENAULT;2204;ESPACE;Diesel;Zen Energy dCi 160 EDC;dCi 160;Automatique
RENAULT;2204;ESPACE;Diesel;Life Energy dCi 130 ECO2;dCi 130;Manuelle
RENAULT;2204;KANGOO EXPRESS;Diesel;Gd Volume SL MOF - Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;KANGOO EXPRESS;Diesel;Express SL MOF - Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;KANGOO EXPRESS;Diesel;Gd Vol Gd Confort Energy dCi 90 E6;dCi 90;Manuelle
RENAULT;2204;KANGOO EXPRESS;Diesel;Gd Vol Gd Confort Energy dCi 110 E6;dCi 110;Manuelle
RENAULT;2204;KANGOO EXPRESS;Diesel;Gd Volume Confort Energy dCi 90 E6;dCi 90;Manuelle
